7,4,0,0,379.31,51.75
7,4,18.97,0,360.34,54.38
7,4,37.93,0,341.38,57
7,4,56.9,0,322.41,56
7,4,75.86,0,303.45,51
7,4,94.83,0,284.48,49.38
7,4,113.79,0,265.52,47.75
7,4,0,18.97,360.34,54.98
7,4,0,37.93,341.38,58.2
7,4,0,56.9,322.41,65
7,4,0,75.86,303.45,67.33
7,4,0,94.83,284.48,68.92
7,4,0,113.79,265.52,70.5
7,6,0,0,379.31,47.9
7,6,18.97,0,360.34,50.27
7,6,37.93,0,341.38,52.63
7,6,56.9,0,322.41,55.5
7,6,75.86,0,303.45,50
7,6,94.83,0,284.48,47.53
7,6,113.79,0,265.52,45.05
7,6,0,18.97,360.34,53.92
7,6,0,37.93,341.38,59.93
7,6,0,56.9,322.41,63.33
7,6,0,75.86,303.45,67.5
7,6,0,94.83,284.48,69.63
7,6,0,113.79,265.52,71.76
7,8,0,0,379.31,47.6
7,8,18.97,0,360.34,49.14
7,8,37.93,0,341.38,50.67
7,8,56.9,0,322.41,49.9
7,8,75.86,0,303.45,43.3
7,8,94.83,0,284.48,40.5
7,8,113.79,0,265.52,37.7
7,8,0,18.97,360.34,50.67
7,8,0,37.93,341.38,53.73
7,8,0,56.9,322.41,60.5
7,8,0,75.86,303.45,57.93
7,8,0,94.83,284.48,56.88
7,8,0,113.79,265.52,55.83
28,4,0,0,379.31,60
28,4,18.97,0,360.34,61.25
28,4,37.93,0,341.38,62.5
28,4,56.9,0,322.41,62
28,4,75.86,0,303.45,60.5
28,4,94.83,0,284.48,56.03
28,4,113.79,0,265.52,51.55
28,4,0,18.97,360.34,62.67
28,4,0,37.93,341.38,65.33
28,4,0,56.9,322.41,65
28,4,0,75.86,303.45,74.5
28,4,0,94.83,284.48,78.25
28,4,0,113.79,265.52,82
28,6,0,0,379.31,54.83
28,6,18.97,0,360.34,56.25
28,6,37.93,0,341.38,57.67
28,6,56.9,0,322.41,55.5
28,6,75.86,0,303.45,56
28,6,94.83,0,284.48,54.5
28,6,113.79,0,265.52,53
28,6,0,18.97,360.34,58.92
28,6,0,37.93,341.38,63
28,6,0,56.9,322.41,66.11
28,6,0,75.86,303.45,74
28,6,0,94.83,284.48,78
28,6,0,113.79,265.52,82
28,8,0,0,379.31,53.33
28,8,18.97,0,360.34,55
28,8,37.93,0,341.38,56.67
28,8,56.9,0,322.41,49.9
28,8,75.86,0,303.45,51
28,8,94.83,0,284.48,51.35
28,8,113.79,0,265.52,51.7
28,8,0,18.97,360.34,59.33
28,8,0,37.93,341.38,65.33
28,8,0,56.9,322.41,60.5
28,8,0,75.86,303.45,73
28,8,0,94.83,284.48,71.08
28,8,0,113.79,265.52,69.17
90,4,0,0,379.31,68.92
90,4,18.97,0,360.34,70.46
90,4,37.93,0,341.38,72
90,4,56.9,0,322.41,74.24
90,4,75.86,0,303.45,72
90,4,94.83,0,284.48,67.82
90,4,113.79,0,265.52,63.64
90,4,0,18.97,360.34,75.49
90,4,0,37.93,341.38,82.05
90,4,0,56.9,322.41,85.69
90,4,0,75.86,303.45,86.84
90,4,0,94.83,284.48,88.48
90,4,0,113.79,265.52,90.11
90,6,0,0,379.31,72.54
90,6,18.97,0,360.34,70.94
90,6,37.93,0,341.38,69.33
90,6,56.9,0,322.41,74.9
90,6,75.86,0,303.45,64
90,6,94.83,0,284.48,62.75
90,6,113.79,0,265.52,61.5
90,6,0,18.97,360.34,73.51
90,6,0,37.93,341.38,74.47
90,6,0,56.9,322.41,77.26
90,6,0,75.86,303.45,80.12
90,6,0,94.83,284.48,82
90,6,0,113.79,265.52,83.88
90,8,0,0,379.31,63.29
90,8,18.97,0,360.34,62.81
90,8,37.93,0,341.38,62.32
90,8,56.9,0,322.41,64.51
90,8,75.86,0,303.45,64.5
90,8,94.83,0,284.48,62.59
90,8,113.79,0,265.52,60.67
90,8,0,18.97,360.34,64.33
90,8,0,37.93,341.38,65.37
90,8,0,56.9,322.41,74.13
90,8,0,75.86,303.45,70.03
90,8,0,94.83,284.48,71.06
90,8,0,113.79,265.52,72.08
