350,251.16,133,883,815,0.16,28,55.3
225,175,275,652,908,1.5,7,40.85
300,190,200,735,910,1.35,7,27.94
232,135.45,155,847,846,0.38,28,48.3
350,190,150,735,910,1.35,7,33.57
375,195,125,735,910,1.35,7,30.37
160,156,240,900,886,0.35,28,44
260,227.9,170,837,717,0.7,7,16.7
250,225.5,160,837,739,0,90,42
260,227.9,170,837,717,0.7,90,38.2
260,215,260,775,757,0.77,28,30.9
355,242,195,590,910,1.8,90,40.84
220,176,330,881,686,1.21,90,64.8
350,214,170,792,774,0.81,365,74.1
220,156,180,900,916,0.35,1,13
280,258.5,190,837,599,0.7,90,36.5
405,189,45,612,1109,4.6,28,15.99
198,154.8,232,900,872,0.5,1,13
250,225.5,160,837,742,0.5,28,26.96
375,195,125,735,910,1.35,130,53.56
183,188.65,160,837,891,0.5,28,22.1
170,159.1,200,900,928,0.5,28,33
400,180,20,876,845,0.7,7,44
360,189,90,612,1109,4.6,7,15
250,225.5,160,837,746,1,90,40.3
300,200,200,860,845,1.8,90,35
220,180,180,900,850,0.35,1,8
450,188,70,844,825,2.34,90,78.6
380,200,192,621,931,0.43,7,45.7
350,214,170,792,774,0.81,28,50.3
325,190,175,735,910,1.35,3,22.36
325,190,175,735,910,1.35,130,58.11
250,155.8,160,837,919,0.5,7,23.9
225,189,225,612,1109,4.6,7,12.09
349,291.27,162,852,779,0.14,28,59.9
250,155.8,160,837,919,0.5,90,48.3
230,192.4,140,837,864,0.8,90,43.5
220,156,180,900,916,0.35,1,12
225,180,225,818,818,0.35,7,26.2
440,176,110,917,714,1.35,28,69.8
240,202.8,150,837,831,0.6,90,44.2
280,258.5,190,837,599,0.7,7,14.7
337.5,189,112.5,612,1109,4.6,7,19.66
325,250.25,60,850,899,0.43,28,31.7
250,225.5,160,837,742,0.5,90,41.5
275,351.75,250,840,775,0.09,28,54.5
250,390.39,257,853,787,0.11,28,51.5
290,229.5,220,837,625,0.2,90,44.9
237,133.2,133,900,1034,0.2,28,49
198,153,232,900,874,0.2,1,9
207,186.3,207,843,845,0.4,1,6.1
415,231,135,590,910,1.8,365,46.57
317,262.35,160,837,594,0.5,90,29.1
237,159.1,133,900,960,0.5,28,46
375,175,125,679,938,1.5,3,57.26
180,166.5,270,850,850,0.21,1,5
380,200,192,621,931,0.43,1,23.2
333,173,162,924,743,0.75,90,63
250,281.05,261,837,478,0.5,90,29.5
400,180,20,876,845,0.7,56,63.11
247,185.4,165,846,845,0.12,28,34.6
350,190,150,876,830,1.82,28,30.5
437,176,80,924,743,0.9,180,83.2
100,180,80,876,751,0.7,56,12
247,185.4,165,846,845,0.12,7,21.2
260,227.9,170,837,717,0.7,28,27.8
250,281.05,261,837,478,0.5,7,9.6
300,190,200,735,910,1.35,28,45.26
180,166.5,270,850,850,0.21,7,14.7
218,178,373,700,743,0.51,182,49.6
250,225.5,160,837,746,1,28,26.7
382.5,189,67.5,612,1109,4.6,7,13.1
300,175,200,663,923,1.5,3,48.51
248,175.9,203,900,808,0.35,28,50
405,189,45,612,1109,4.6,7,12.77
197,137.9,197,856,856,0.28,7,22.9
