1119,670,493,0,168,2.5,8.9,140,2,1,30.6
1114,661,476,15,167,2.5,8.8,100,2.2,1,31.2
1113,655,461,29,167,2.5,7.8,135,1.9,1,29
1118,652,448,44,168,2.5,8.9,160,1.7,1,25.7
1114,625,535,0,166,2.7,8.6,145,2.2,1,28.1
1113,618,519,16,166,2.7,8.6,150,2.3,1,27.4
1116,614,504,32,167,2.7,9.7,135,1.9,1,38.3
1110,604,485,48,166,2.7,9.6,135,1.8,1,30.9
1118,577,591,0,166,3,10.6,95,2.4,1,29.2
1122,572,575,18,167,3,10.7,120,2.2,1,32.4
1123,565,558,36,167,3,11.9,120,2.4,1,41.3
1121,558,539,53,166,3,11.8,120,2.2,1,40.6
1122,517,659,0,165,3.3,14.5,40,2.5,1,34.2
1126,512,641,20,166,3.3,13.2,35,2.1,1,41.9
1114,498,615,39,164,3.3,13.1,55,2.2,1,40.4
1123,496,600,59,166,3.3,11.9,150,2.3,1,34.5
1107,488,592,59,163,3.3,11.7,165,1.8,1,47.4
1115,507,635,20,164,3.3,11.8,175,1.8,1,47.5
1114,667,491,0,167,2.5,7.8,175,1.7,1,29.4
1105,614,515,16,165,2.7,8.5,150,1.8,1,31.6
1163,700,447,0,166,2.2,7.1,160,1.4,1,21.2
1165,696,434,13,166,2.2,8.1,100,1.3,1,31.3
1160,688,419,27,165,2.2,7.1,135,1.4,1,28.1
1168,687,408,40,166,2.2,8.1,100,1.3,1,23.2
1158,662,482,0,164,2.4,6.7,140,1.3,1,23.8
1172,664,473,15,166,2.4,8.8,110,1.3,1,25.3
1155,649,452,29,164,2.4,6.7,160,1.5,1,31.5
1148,640,434,43,163,2.4,6.7,145,1.6,1,27.1
1156,620,525,0,163,2.6,8.4,125,1.8,1,32.2
1163,618,512,16,164,2.6,8.4,165,1.5,1,27.9
1150,599,475,47,162,2.6,8.3,165,1.3,1,33.4
1165,576,582,0,163,2.9,10.5,105,1.7,1,39
1149,561,556,17,161,2.9,8,140,1.7,1,34
1155,558,542,35,162,2.9,8.1,145,1.7,1,30.3
1173,559,533,53,165,2.9,10.5,105,1.8,1,42.2
1144,638,433,43,162,2.4,7.6,135,1.7,1,32.7
1134,597,484,31,160,2.6,9.3,140,1.6,1,36.2
1149,561,556,17,161,2.9,8,120,1.7,1,36.5
1147,554,538,34,161,2.9,8,125,1.8,1,34.2
1119,670,493,0,168,2.5,8.9,140,2,3,50.9
1114,661,476,15,167,2.5,8.8,100,2.2,3,47.6
1113,655,461,29,167,2.5,7.8,135,1.9,3,45.9
1118,652,448,44,168,2.5,8.9,160,1.7,3,45.8
1114,625,535,0,166,2.7,8.6,145,2.2,3,50.8
1113,618,519,16,166,2.7,8.6,150,2.3,3,49.7
1116,614,504,32,167,2.7,9.7,135,1.9,3,54.2
1110,604,485,48,166,2.7,9.6,135,1.8,3,51.6
1118,577,591,0,166,3,10.6,95,2.4,3,56
1122,572,575,18,167,3,10.7,120,2.2,3,57.1
1123,565,558,36,167,3,11.9,120,2.4,3,62.3
1121,558,539,53,166,3,11.8,120,2.2,3,61.6
1122,517,659,0,165,3.3,14.5,40,2.5,3,62.3
1126,512,641,20,166,3.3,13.2,35,2.1,3,61.5
1114,498,615,39,164,3.3,13.1,55,2.2,3,62.4
1123,496,600,59,166,3.3,11.9,150,2.3,3,58.9
1107,488,592,59,163,3.3,11.7,165,1.8,3,68.8
1115,507,635,20,164,3.3,11.8,175,1.8,3,70.5
1114,667,491,0,167,2.5,7.8,175,1.7,3,50.8
1105,614,515,16,165,2.7,8.5,150,1.8,3,55.7
1163,700,447,0,166,2.2,7.1,160,1.4,3,42.2
1165,696,434,13,166,2.2,8.1,100,1.3,3,47.8
1160,688,419,27,165,2.2,7.1,135,1.4,3,44.5
1168,687,408,40,166,2.2,8.1,100,1.3,3,43.8
1158,662,482,0,164,2.4,6.7,140,1.3,3,43.9
1172,664,473,15,166,2.4,8.8,110,1.3,3,49.5
1155,649,452,29,164,2.4,6.7,160,1.5,3,46.3
1148,640,434,43,163,2.4,6.7,145,1.6,3,41.5
1156,620,525,0,163,2.6,8.4,125,1.8,3,54.3
1163,618,512,16,164,2.6,8.4,165,1.5,3,50.5
1150,599,475,47,162,2.6,8.3,165,1.3,3,51.6
1165,576,582,0,163,2.9,10.5,105,1.7,3,61.1
1149,561,556,17,161,2.9,8,140,1.7,3,55.1
1155,558,542,35,162,2.9,8.1,145,1.7,3,53.5
1173,559,533,53,165,2.9,10.5,105,1.8,3,63.7
1144,638,433,43,162,2.4,7.6,135,1.7,3,46.3
1134,597,484,31,160,2.6,9.3,140,1.6,3,54.4
1149,561,556,17,161,2.9,8,120,1.7,3,55.8
