160,533,805,845,1,73.6
160,533,805,845,1.5,73.6
160,533,805,845,2,73.6
160,480,786,845,1,73.1
160,480,786,845,1.5,73.1
160,480,786,845,2,73.1
160,427,767,845,1,72.7
160,427,767,845,1.5,72.7
160,427,767,845,2,72.7
160,533,753,898,1,69.4
160,533,753,898,1.5,69.4
160,533,753,898,2,69.4
160,480,734,898,1,70.5
160,480,734,898,1.5,70.5
160,480,734,898,2,70.5
160,427,715,898,1,68.1
160,427,715,898,1.5,68.1
160,427,715,898,2,68.1
160,533,701,950,1,67.8
160,533,701,950,1.5,67.8
160,533,701,950,2,67.8
160,480,682,950,1,67
160,480,682,950,1.5,67
160,480,682,950,2,67
160,427,663,950,1,64.1
160,427,663,950,1.5,64.1
160,427,663,950,2,64.1
170,567,751,845,1,64.6
170,567,751,845,1.5,64.6
170,567,751,845,2,64.6
170,510,731,845,1,64.4
170,510,731,845,1.5,64.4
170,510,731,845,2,64.4
170,453,711,845,1,64.7
170,453,711,845,1.5,64.7
170,453,711,845,2,64.7
170,567,700,898,1,63.9
170,567,700,898,1.5,63.9
170,567,700,898,2,63.9
170,510,679,898,1,63.4
170,510,679,898,1.5,63.4
170,510,679,898,2,63.4
170,453,659,898,1,62
170,453,659,898,1.5,62
170,453,659,898,2,62
170,567,648,950,1,62.4
170,567,648,950,1.5,62.4
170,567,648,950,2,62.4
170,510,628,950,1,61.7
170,510,628,950,1.5,61.7
170,510,628,950,2,61.7
170,453,608,950,1,61.9
170,453,608,950,1.5,61.9
170,453,608,950,2,61.9
180,600,698,845,0.75,59.5
180,600,698,845,1.25,59.5
180,600,698,845,1.75,59.5
180,540,677,845,0.75,61.1
180,540,677,845,1.25,61.1
180,540,677,845,1.75,61.1
180,480,655,845,0.75,60.8
180,480,655,845,1.25,60.8
180,480,655,845,1.75,60.8
180,600,646,898,0.75,60.5
180,600,646,898,1.25,60.5
180,600,646,898,1.75,60.5
180,540,625,898,0.75,59.9
180,540,625,898,1.25,59.9
180,540,625,898,1.75,59.9
180,480,604,898,0.75,57
180,480,604,898,1.25,57
180,480,604,898,1.75,57
180,600,594,950,0.75,59.7
180,600,594,950,1.25,59.7
180,600,594,950,1.75,59.7
180,540,573,950,0.75,60
180,540,573,950,1.25,60
180,540,573,950,1.75,60
180,480,552,950,0.75,59.6
180,480,552,950,1.25,59.6
180,480,552,950,1.75,59.6
160,457,867,845,0.75,62
160,457,867,845,1.25,62
160,457,867,845,1.75,62
160,411,851,845,0.75,62
160,411,851,845,1.25,62
160,411,851,845,1.75,62
160,366,835,845,0.75,60.6
160,366,835,845,1.25,60.6
160,366,835,845,1.75,60.6
160,457,816,898,0.75,62.1
160,457,816,898,1.25,62.1
160,457,816,898,1.75,62.1
160,411,799,898,0.75,61.5
160,411,799,898,1.25,61.5
160,411,799,898,1.75,61.5
160,366,783,898,0.75,57.8
160,366,783,898,1.25,57.8
160,366,783,898,1.75,57.8
160,457,764,950,0.75,61.5
160,457,764,950,1.25,61.5
160,457,764,950,1.75,61.5
160,411,747,950,0.75,60.8
160,411,747,950,1.25,60.8
160,411,747,950,1.75,60.8
160,366,731,950,0.75,57.6
160,366,731,950,1.25,57.6
160,366,731,950,1.75,57.6
170,486,818,845,0.5,58.8
170,486,818,845,1,58.8
170,486,818,845,1.5,58.8
170,437,801,845,0.5,56.8
170,437,801,845,1,56.8
170,437,801,845,1.5,56.8
170,389,783,845,0.5,55.3
170,389,783,845,1,55.3
170,389,783,845,1.5,55.3
170,486,766,898,0.5,57.8
170,486,766,898,1,57.8
170,486,766,898,1.5,57.8
170,437,749,898,0.5,56.6
170,437,749,898,1,56.6
170,437,749,898,1.5,56.6
170,389,732,898,0.5,56.9
170,389,732,898,1,56.9
170,389,732,898,1.5,56.9
170,486,714,950,0.5,56.1
170,486,714,950,1,56.1
170,486,714,950,1.5,56.1
170,437,697,950,0.5,55.9
170,437,697,950,1,55.9
170,437,697,950,1.5,55.9
170,389,680,950,0.5,54.3
170,389,680,950,1,54.3
170,389,680,950,1.5,54.3
180,514,769,845,0.25,54.2
180,514,769,845,0.75,54.2
180,514,769,845,1.25,54.2
180,463,750,845,0.25,52.7
180,463,750,845,0.75,52.7
180,463,750,845,1.25,52.7
180,411,732,845,0.25,51
180,411,732,845,0.75,51
180,411,732,845,1.25,51
180,514,717,898,0.25,54.6
180,514,717,898,0.75,54.6
180,514,717,898,1.25,54.6
180,463,698,898,0.25,50.3
180,463,698,898,0.75,50.3
180,463,698,898,1.25,50.3
180,411,680,898,0.25,47.3
180,411,680,898,0.75,47.3
180,411,680,898,1.25,47.3
180,514,665,950,0.25,52.1
180,514,665,950,0.75,52.1
180,514,665,950,1.25,52.1
180,463,647,950,0.5,45.5
180,463,647,950,1,45.5
180,463,647,950,1.5,45.5
180,411,628,950,0.5,45.7
180,411,628,950,1,45.7
180,411,628,950,1.5,45.7
160,400,914,845,0.5,49.6
160,400,914,845,1,49.6
160,400,914,845,1.5,49.6
160,360,900,845,0.5,48
160,360,900,845,1,48
160,360,900,845,1.5,48
160,320,886,845,0.5,47.7
160,320,886,845,1,47.7
160,320,886,845,1.5,47.7
160,400,863,989,0.5,49.1
160,400,863,989,1,49.1
160,400,863,989,1.5,49.1
160,360,848,898,0.5,48
160,360,848,898,1,48
160,360,848,898,1.5,48
160,320,834,898,0.5,48.5
160,320,834,898,1,48.5
160,320,834,898,1.5,48.5
160,400,811,950,0.5,49.4
160,400,811,950,1,49.4
160,400,811,950,1.5,49.4
160,360,797,950,0.5,48.7
160,360,797,950,1,48.7
160,360,797,950,1.5,48.7
160,320,782,950,0.5,46.1
160,320,782,950,1,46.1
160,320,782,950,1.5,46.1
170,425,868,845,0,47.7
170,425,868,845,0.5,47.7
170,425,868,845,1,47.7
170,425,853,845,0,47.1
170,425,853,845,0.5,47.1
170,425,853,845,1,47.1
170,340,838,845,0,45
170,340,838,845,0.5,45
170,340,838,845,1,45
170,425,816,898,0,46
170,425,816,898,0.5,46
170,425,816,898,1,46
170,383,801,898,0,45.7
170,383,801,898,0.5,45.7
170,383,801,898,1,45.7
170,340,786,898,0,45.1
170,340,786,898,0.5,45.1
170,340,786,898,1,45.1
170,425,764,950,0,46
170,425,764,950,0.5,46
170,425,764,950,1,46
170,383,749,950,0,45
170,383,749,950,0.5,45
170,383,749,950,1,45
170,340,734,950,0,43.3
170,340,734,950,0.5,43.3
170,340,734,950,1,43.3
180,450,821,845,0,44.5
180,450,821,845,0.5,44.5
180,450,821,845,1,44.5
180,405,805,845,0,43.6
180,405,805,845,0.5,43.6
180,405,805,845,1,43.6
180,360,789,845,0,42
180,360,789,845,0.5,42
180,360,789,845,1,42
180,450,770,898,0,43.8
180,450,770,898,0.5,43.8
180,450,770,898,1,43.8
180,405,754,898,0,43
180,405,754,898,0.5,43
180,405,754,898,1,43
180,360,738,898,0,43.2
180,360,738,898,0.5,43.2
180,360,738,898,1,43.2
180,450,718,950,0,43.5
180,450,718,950,0.5,43.5
180,450,718,950,1,43.5
180,405,702,950,0,41.5
180,405,702,950,0.5,41.5
180,405,702,950,1,41.5
180,360,686,950,0,42.4
180,360,686,950,0.5,42.4
180,360,686,950,1,42.4
160,356,951,845,0.5,46
160,356,951,845,1,46
160,356,951,845,1.5,46
160,320,938,845,0.5,45
160,320,938,845,1,45
160,320,938,845,1.5,45
160,284,926,845,0.5,43.7
160,284,926,845,1,43.7
160,284,926,845,1.5,43.7
160,356,899,898,0.5,44.5
160,356,899,898,1,44.5
160,356,899,898,1.5,44.5
160,320,886,898,0.5,42.6
160,320,886,898,1,42.6
160,320,886,898,1.5,42.6
160,284,874,898,0.5,43.8
160,284,874,898,1,43.8
160,284,874,898,1.5,43.8
160,356,847,950,0.5,43.6
160,356,847,950,1,43.6
160,356,847,950,1.5,43.6
160,320,835,950,0.5,42.6
160,320,835,950,1,42.6
160,320,835,950,1.5,42.6
160,284,822,950,0.5,42.9
160,284,822,950,1,42.9
160,284,822,950,1.5,42.9
170,378,907,845,0.5,44.9
170,378,907,845,1,44.9
170,378,907,845,1.5,44.9
170,340,893,845,0,41.1
170,340,893,845,0.5,41.1
170,340,893,845,1,41.1
170,302,880,845,0,41.5
170,302,880,845,0.5,41.5
170,302,880,845,1,41.5
170,378,855,898,0,42.5
170,378,855,898,0.5,42.5
170,378,855,898,1,42.5
170,340,842,898,0,40.8
170,340,842,898,0.5,40.8
170,340,842,898,1,40.8
170,302,828,898,0,40.8
170,302,828,898,0.5,40.8
170,302,828,898,1,40.8
170,378,803,950,0,41.8
170,378,803,950,0.5,41.8
170,378,803,950,1,41.8
170,340,790,950,0,41.3
170,340,790,950,0.5,41.3
170,340,790,950,1,41.3
170,302,776,950,0,41
170,302,776,950,0.5,41
170,302,776,950,1,41
180,400,863,845,0,41.3
180,400,863,845,0.5,41.3
180,400,863,845,1,41.3
180,360,848,845,0,41.5
180,360,848,845,0.5,41.5
180,360,848,845,1,41.5
180,320,834,845,0,40.3
180,320,834,845,0.5,40.3
180,320,834,845,1,40.3
180,400,811,898,0,41.5
180,400,811,898,0.5,41.5
180,400,811,898,1,41.5
180,360,797,898,0,40
180,360,797,898,0.5,40
180,360,797,898,1,40
180,320,782,898,0,40
180,320,782,898,0.5,40
180,320,782,898,1,40
180,400,759,950,0,42.1
180,400,759,950,0.5,42.1
180,400,759,950,1,42.1
180,360,745,950,0,39.5
180,360,745,950,0.5,39.5
180,360,745,950,1,39.5
180,320,731,950,0,37.5
180,320,731,950,0.5,37.5
180,320,731,950,1,37.5
